domain,dns_ips,reachable,http_status,https_status,final_url,title,page_type,content_type,server,content_length,content_snippet,error,checked_at,deep_content
static.200.67.47.78.clients.your-server.de,78.47.67.200,YES,,404,https://static.200.67.47.78.clients.your-server.de/,Not Found,NORMAL,text/html,,2901,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord,,2026-08-23 07:01:37,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord
static.206.241.47.78.clients.your-server.de,78.47.241.206,YES,,200,https://static.206.241.47.78.clients.your-server.de/,SRH API Backend,NORMAL,text/html; charset=utf-8,nginx,,SRH API Backend,,2026-08-23 07:01:38,SRH API Backend
static.201.216.47.78.clients.your-server.de,78.47.216.201,YES,,200,https://static.201.216.47.78.clients.your-server.de/login,Grafana,NORMAL,text/html; charset=UTF-8,Apache/2.4.52 (Ubuntu),,"Grafana If you're seeing this Grafana has failed to load its application files 1. This could be caused by your reverse proxy settings. 2. If you host grafana under subpath make sure your grafana.ini root_url setting includes subpath. If not using a reverse proxy make sure to set serve_from_sub_path to true. 3. If you have a local dev build make sure you build frontend using: yarn start, or yarn build 4. Sometimes restarting grafana-server can help 5. Check if you are using a non-supported browse",,2026-08-23 07:01:38,"Grafana If you're seeing this Grafana has failed to load its application files 1. This could be caused by your reverse proxy settings. 2. If you host grafana under subpath make sure your grafana.ini root_url setting includes subpath. If not using a reverse proxy make sure to set serve_from_sub_path to true. 3. If you have a local dev build make sure you build frontend using: yarn start, or yarn build 4. Sometimes restarting grafana-server can help 5. Check if you are using a non-supported browser. For more information, refer to the list of supported browsers ."
static.198.80.47.78.clients.your-server.de,78.47.80.198,YES,,200,https://static.198.80.47.78.clients.your-server.de/,Perseo Prime,NORMAL,text/html,Apache/2.4.57 (Win64) OpenSSL/3.0.8 PHP/8.0.28,12080,"Perseo Prime left) --> Bienvenido Acceso sistema &#9662; Acceso sistema &#10003; Java &#10003; Windows &#10003; RemoteApp &#10003; Invalid credentials Windows plugin not found. Install the plugin and 'Log in' again autour des liens --> Photo by on Unsplash Protect your account with 2-step verification Configure your authentication app Open the authenticator app on your mobile phone. Scan the QR code displayed below: Or receive your verification code via SMS Type your phone number below, using th",,2026-08-23 07:01:36,"Perseo Prime left) --> Bienvenido Acceso sistema &#9662; Acceso sistema &#10003; Java &#10003; Windows &#10003; RemoteApp &#10003; Invalid credentials Windows plugin not found. Install the plugin and 'Log in' again autour des liens --> Photo by on Unsplash Protect your account with 2-step verification Configure your authentication app Open the authenticator app on your mobile phone. Scan the QR code displayed below: Or receive your verification code via SMS Type your phone number below, using the international phone numbers format (e.g. +14155552671): Click Send SMS button to register your phone number and receive your verification code. Or receive your verification code via e-mail Enter your e-mail address below: Click Send e-mail button to register your e-mail and receive your verification code. Validate your verification code â¨¯ Expiration password reminder Your windows password currently expires in XX days. Would you like to change it now? â¨¯ Reset your windows password â¨¯"
static.203.241.47.78.clients.your-server.de,78.47.241.203,YES,,200,https://www.daf-onderdelen.com/,MPR Group — Automotive &amp; Truck Parts Worldwide,NORMAL,text/html; charset=UTF-8,nginx-rc,,"MPR Group — Automotive &amp; Truck Parts Worldwide Our Companies Webshops About Contact Us Our Companies Webshops About Contact Us MPR Group &mdash; Maasbree, Netherlands A group of specialized companies in automotive &amp; truck parts MPR Group brings together three B2B companies and two online webshops &mdash; delivering automotive and truck parts worldwide , from the Netherlands. Our Companies Get in Touch Worldwide Delivery Every continent B2B Companies 3 Specialized subsidiaries Online Webs",,2026-08-23 07:01:38,"MPR Group — Automotive &amp; Truck Parts Worldwide Our Companies Webshops About Contact Us Our Companies Webshops About Contact Us MPR Group &mdash; Maasbree, Netherlands A group of specialized companies in automotive &amp; truck parts MPR Group brings together three B2B companies and two online webshops &mdash; delivering automotive and truck parts worldwide , from the Netherlands. Our Companies Get in Touch Worldwide Delivery Every continent B2B Companies 3 Specialized subsidiaries Online Webshops 2 B2B &amp; B2C platforms Head Office Maasbree, Netherlands Our Companies Three specialized B2B subsidiaries Each company operates independently with its own expertise, united under the MPR Group umbrella. Import &amp; Export MPR Import Export B.V. Wholesale specialist in automotive parts for import &amp; export. Serving dealers and distributors worldwide with a reliable, broad supply. International wholesale trade Dealers &amp; distributors worldwide Fast global shipping Visit Website Truck Parts MPR Truckparts B.V. Specialist in truck and transport parts for the professional haulage industry. High-quality components for commercial vehicles, delivered worldwide. Heavy transport specialist Commercial vehicle components B2B professional service Visit Website Automotive Parts MPR Parts B.V. Specialized supplier of quality automotive replacement parts for the global aftermarket. Reliable supply for garages and trade partners worldwide. Global aftermarket supply Garages &amp; trade partners Quality replacement parts Visit Website Our Webshops Order directly online Two dedicated B2B &amp; B2C platforms for automotive and truck parts &mdash; serving customers across Europe and worldwide. B2B &amp; B2C Carparts Onlineshop carparts-onlineshop.com &rarr; Complete online shop for car parts and accessories. Wide range for passenger vehicles with fast international delivery for trade customers and private buyers. Visit Webshop B2B &amp; B2C Truckparts Onlineshop truckparts-onlinesho"
static.208.81.47.78.clients.your-server.de,78.47.81.208,YES,,200,https://gshuepede.de/iserv/auth/login?_target_path=/iserv/auth/auth?_iserv_app_url%3D%2Fiserv%2F%26client_id%3D8751d310-d324-41d7-b633-798343b5cb50%26nonce%3D8411cc30-bad6-45d9-85a8-ba3b0e515189%26redirect_uri%3Dhttps%253A%2F%2Fgshuepede.de%2Fiserv%2Fapp%2Fauthentication%2Fredirect%26response_type%3Dcode%26scope%3Dopenid%2520uuid%2520iserv%253Asession-id%2520iserv%253Aweb-ui%2520iserv%253A2fa%253Aconfiguration%2520iserv%253Aaccess-groups%26state%3DeyJ0eXAiOiJKV1QiLCJhbGciOiJFUzI1NiIsImtpZCI6IjEifQ.eyJyZWRpcmVjdF91cmkiOiJodHRwczovL2dzaHVlcGVkZS5kZS9pc2Vydi8iLCJub25jZSI6Ijg0MTFjYzMwLWJhZDYtNDVkOS04NWE4LWJhM2IwZTUxNTE4OSIsImFkbWluIjpmYWxzZSwiaXNzIjoiaHR0cHM6Ly9nc2h1ZXBlZGUuZGUvaXNlcnYvIiwiZXhwIjoxNzk1MjQ0NTAxLCJuYmYiOjE3ODc0Njg0NDEsImlhdCI6MTc4NzQ2ODUwMSwic2lkIjoiIn0.xfsYfpJodk3getQ5lyF1GHEqYk8ToKo7vpVMTj-OqHQiXOXXFNPy2RC2-MhpcMv6y8KF1wkg0EBP7le5hcfFlQ,IServ - gshuepede.de,NORMAL,text/html; charset=UTF-8,IServ,,"IServ - gshuepede.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden gshuepede.de Impressum IServ Schulplattform",,2026-08-23 07:01:42,"IServ - gshuepede.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Sie verwenden eine nicht unterstützte Version eines Chromium-basierten Browsers. Bitte aktualisieren Sie Ihren Webbrowser auf eine Chromium-Version 138 oder neuer oder verwenden Sie einen anderen Browser. Bestimmte Funktionen oder die gesamte Funktionalität der Website stehen möglicherweise nicht zur Verfügung. Warum wird mir das angezeigt? Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden gshuepede.de Impressum IServ Schulplattform"
static.212.240.47.78.clients.your-server.de,78.47.240.212,YES,200,,http://static.212.240.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:40,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.198.225.47.78.clients.your-server.de,78.47.225.198,YES,,200,https://static.198.225.47.78.clients.your-server.de/,Sign in - Matomo,NORMAL,text/html; charset=utf-8,nginx/1.24.0 (Ubuntu),,"Sign in - Matomo Help Warning: You are now accessing Matomo from https://static.198.225.47.78.clients.your-server.de/ , but Matomo has been configured to run at this address: https://count.vpdb.io/ . Click here to access Matomo safely and remove this warning. You may also want to contact your Matomo administrator and notify them about this issue ( click here to email ). How do I fix this problem and how do I login again? The Matomo Super User can manually edit the file /path/to/matomo/config/con",,2026-08-23 07:01:37,"Sign in - Matomo Help Warning:&nbsp; You are now accessing Matomo from https://static.198.225.47.78.clients.your-server.de/ , but Matomo has been configured to run at this address: https://count.vpdb.io/ . Click here to access Matomo safely and remove this warning. You may also want to contact your Matomo administrator and notify them about this issue ( click here to email ). How do I fix this problem and how do I login again? The Matomo Super User can manually edit the file /path/to/matomo/config/config.ini.php and add the following lines: [General] trusted_hosts[] = ""static.198.225.47.78.clients.your-server.de"" After making the change, you will be able to login again. You may also disable this security feature (not recommended) . To do so edit config/config.ini.php and add: [General] enable_trusted_host_check=0 &nbsp;"
static.21.225.47.78.clients.your-server.de,78.47.225.21,YES,,200,https://static.21.225.47.78.clients.your-server.de/,"Meteoprog Weather API • Global forecasts, alerts &amp; historical data | Meteoprog",NORMAL,text/html; charset=UTF-8,nginx,,"Meteoprog Weather API • Global forecasts, alerts &amp; historical data | Meteoprog",,2026-08-23 07:01:39,"Meteoprog Weather API • Global forecasts, alerts &amp; historical data | Meteoprog"
static.212.44.47.78.clients.your-server.de,78.47.44.212,YES,,200,https://static.212.44.47.78.clients.your-server.de/login,code-server login,NORMAL,text/html; charset=utf-8,nginx/1.24.0 (Ubuntu),,code-server login Welcome to code-server Please log in below. Check the config file for the password.,,2026-08-23 07:01:40,code-server login Welcome to code-server Please log in below. Check the config file for the password.
static.219.67.47.78.clients.your-server.de,78.47.67.219,YES,200,,http://static.219.67.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:42,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.222.40.47.78.clients.your-server.de,78.47.40.222,YES,200,,http://static.222.40.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:43,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.226.240.47.78.clients.your-server.de,78.47.240.226,YES,200,,http://static.226.240.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:44,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.228.233.47.78.clients.your-server.de,78.47.233.228,YES,200,,http://static.228.233.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:44,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.218.40.47.78.clients.your-server.de,78.47.40.218,YES,,400,https://static.218.40.47.78.clients.your-server.de/,Nextcloud,NORMAL,text/html; charset=UTF-8,Apache/2.4.52 (Ubuntu),,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data",,2026-08-23 07:01:42,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data"
static.229.81.47.78.clients.your-server.de,78.47.81.229,YES,,200,https://static.229.81.47.78.clients.your-server.de/,Welcome to WildFly,NORMAL,text/html,,2426,"Welcome to WildFly Welcome to WildFly Your WildFly instance is running. Documentation | Quickstarts | Administration Console WildFly Project | User Forum | Report an issue To replace this page simply deploy your own war with / as its context path. To disable it, remove the ""welcome-content"" handler for location / in the undertow subsystem.",,2026-08-23 07:01:44,"Welcome to WildFly Welcome to WildFly Your WildFly instance is running. Documentation | Quickstarts | Administration Console WildFly Project | User Forum | Report an issue To replace this page simply deploy your own war with / as its context path. To disable it, remove the ""welcome-content"" handler for location / in the undertow subsystem."
static.23.65.47.78.clients.your-server.de,78.47.65.23,YES,,200,https://api.cleaner-web.com/,°Cleaner Web API Gateway,NORMAL,text/html; charset=UTF-8,cloudflare,,°Cleaner Web API Gateway API °Cleaner Web API Gateway,,2026-08-23 07:01:45,°Cleaner Web API Gateway API °Cleaner Web API Gateway
static.231.240.47.78.clients.your-server.de,78.47.240.231,YES,,404,https://static.231.240.47.78.clients.your-server.de/,Not Found,NORMAL,text/html,,2901,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord,,2026-08-23 07:01:45,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord
static.237.23.47.78.clients.your-server.de,78.47.23.237,YES,200,,http://static.237.23.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:ConnectionError,2026-08-23 07:01:47,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.25.240.47.78.clients.your-server.de,78.47.240.25,YES,,200,https://gwq-api.cantaloop.digital/,Laravel 6.6.1,NORMAL,text/html; charset=UTF-8,nginx/1.14.0 (Ubuntu),,Laravel 6.6.1,,2026-08-23 07:01:51,Laravel 6.6.1
static.239.81.47.78.clients.your-server.de,78.47.81.239,YES,,200,https://static.239.81.47.78.clients.your-server.de/,Welcome to your SWAG instance,NORMAL,text/html,nginx,1345,"Welcome to your SWAG instance Welcome to your SWAG instance A webserver and reverse proxy solution brought to you by linuxserver.io with php support and a built-in Certbot client. We have an article on how to use swag here: docs.linuxserver.io For help and support, please visit: linuxserver.io/support",,2026-08-23 07:01:48,"Welcome to your SWAG instance Welcome to your SWAG instance A webserver and reverse proxy solution brought to you by linuxserver.io with php support and a built-in Certbot client. We have an article on how to use swag here: docs.linuxserver.io For help and support, please visit: linuxserver.io/support"
static.232.64.47.78.clients.your-server.de,78.47.64.232,YES,,200,https://static.232.64.47.78.clients.your-server.de/,Sign in - Matomo,NORMAL,text/html; charset=utf-8,Apache,16780,"Sign in - Matomo Help Warning: You are now accessing Matomo from https://static.232.64.47.78.clients.your-server.de/ , but Matomo has been configured to run at this address: https://analytics.alliance.de/ . Click here to access Matomo safely and remove this warning. You may also want to contact your Matomo administrator and notify them about this issue ( click here to email ). How do I fix this problem and how do I login again? The Matomo Super User can manually edit the file piwik/config/config",,2026-08-23 07:01:45,"Sign in - Matomo Help Warning:&nbsp; You are now accessing Matomo from https://static.232.64.47.78.clients.your-server.de/ , but Matomo has been configured to run at this address: https://analytics.alliance.de/ . Click here to access Matomo safely and remove this warning. You may also want to contact your Matomo administrator and notify them about this issue ( click here to email ). How do I fix this problem and how do I login again? The Matomo Super User can manually edit the file piwik/config/config.ini.php and add the following lines: [General] trusted_hosts[] = ""static.232.64.47.78.clients.your-server.de"" After making the change, you will be able to login again. You may also disable this security feature (not recommended) . To do so edit config/config.ini.php and add: [General] enable_trusted_host_check=0 &nbsp;"
static.237.225.47.78.clients.your-server.de,78.47.225.237,YES,,200,https://static.237.225.47.78.clients.your-server.de/login,Grafana,NORMAL,text/html; charset=UTF-8,nginx/1.24.0 (Ubuntu),,"Grafana If you're seeing this Grafana has failed to load its application files This could be caused by your reverse proxy settings. If you host grafana under a subpath make sure your grafana.ini root_url setting includes subpath. If not using a reverse proxy make sure to set serve_from_sub_path to true. If you have a local dev build make sure you build frontend using: yarn start , or yarn build . Sometimes restarting grafana-server can help. Check if you are using a non-supported browser. For mo",,2026-08-23 07:01:47,"Grafana If you're seeing this Grafana has failed to load its application files This could be caused by your reverse proxy settings. If you host grafana under a subpath make sure your grafana.ini root_url setting includes subpath. If not using a reverse proxy make sure to set serve_from_sub_path to true. If you have a local dev build make sure you build frontend using: yarn start , or yarn build . Sometimes restarting grafana-server can help. Check if you are using a non-supported browser. For more information, refer to the list of supported browsers ."
static.247.44.47.78.clients.your-server.de,78.47.44.247,YES,,200,https://amata4.webnode.cz,Amona Canis,NORMAL,text/html; charset=UTF-8,webnode,,Amona Canis Amona Canis Úvod / Home Štěňata / Puppies &quot;A&quot; Amona Canis &quot;B&quot; Amona Canis &quot;C&quot; Amona Canis &quot;D&quot; Amona Canis &quot;E&quot; Amona Canis &quot;F&quot; Amona Canis &quot;G&quot; Amona Canis &quot;H&quot; Amona Canis &quot;I&quot; Amona Canis Více Menu Amona Canis FCI Chovatelská stanice / Kennel since 2016 Navštivte naše nové stránky! Visit our new website! www.amona-canis.cz Kontakt / Contact e-mail: amona-canis@email.cz © Amona Canis 2016 - 2026 Vy,,2026-08-23 07:01:51,Amona Canis Amona Canis Úvod / Home Štěňata / Puppies &quot;A&quot; Amona Canis &quot;B&quot; Amona Canis &quot;C&quot; Amona Canis &quot;D&quot; Amona Canis &quot;E&quot; Amona Canis &quot;F&quot; Amona Canis &quot;G&quot; Amona Canis &quot;H&quot; Amona Canis &quot;I&quot; Amona Canis Více Menu Amona Canis FCI Chovatelská stanice / Kennel since 2016 Navštivte naše nové stránky!&nbsp; Visit our new website! www.amona-canis.cz Kontakt / Contact e-mail: amona-canis@email.cz&nbsp; &nbsp;© Amona Canis 2016 - 2026 Vytvořeno službou Webnode Vytvořte si webové stránky zdarma! Tento web je vytvořený pomocí Webnode. Vytvořte si vlastní stránky zdarma ještě dnes! Vytvořit stránky
static.251.37.47.78.clients.your-server.de,78.47.37.251,YES,,200,https://static.251.37.47.78.clients.your-server.de/,Datenguide | Amtliche Statistiken für alle,NORMAL,text/html; charset=utf-8,nginx,,"Datenguide | Amtliche Statistiken für alle Die Datenguide-API wurde im Juni 2024 abgeschaltet. Alles zur Abschaltung Datenguide Statistik erklärt Blog Über Datenguide Tschüss Datenguide! 👋 Von 2018 bis 2023 haben wir daran gearbeitet, den Zugang zu den Daten der amtlichen Statistik zu verbessern. Alles, was ihr über das Ende des Projekts Datenguide wissen müsst, erfahrt ihr in unserem Rückblick . Rückblick Mehr über Datenguide Amtliche Statistik erklärt GENESIS, CSV &amp; Co. So nutzt du die Dat",,2026-08-23 07:01:52,"Datenguide | Amtliche Statistiken für alle Die Datenguide-API wurde im Juni 2024 abgeschaltet. Alles zur Abschaltung Datenguide Statistik erklärt Blog Über Datenguide Tschüss Datenguide! 👋 Von 2018 bis 2023 haben wir daran gearbeitet, den Zugang zu den Daten der amtlichen Statistik zu verbessern. Alles, was ihr über das Ende des Projekts Datenguide wissen müsst, erfahrt ihr in unserem Rückblick . Rückblick Mehr über Datenguide Amtliche Statistik erklärt GENESIS, CSV &amp; Co. So nutzt du die Daten der statistischen Ämter. Die Zensuslücke Wie 1,5 Millionen Menschen verschwanden und was das für unser Verständnis von statistischen Daten bedeutet. Wie sind statistische Regionen eingeteilt? Keine Angst vor NUTS und LAU! Wir erklären dir die regionale Tiefe. Weitere Artikel Über Datenguide Die Statistischen Ämter sammeln kontinuierlich Daten und erstellen Statistiken zu allen Bereichen unserer Gesellschaft. Das Ziel von Datenguide war es, diese amtliche Statistik zugänglicher zu machen. Von 2018 bis 2023 haben wir bei Datenguide an Open ‑ Source ‑ Tools gearbeitet, die halfen, die Daten der amtlichen Statistik zu verstehen und sinnvoll einzu ­ setzen. Wir betrieben unter anderem eine API und ein experimentelles Datenportal für regionale Statistiken. Diese Angebote sind inzwischen eingestellt. Mehr über Datenguide Statistiken für alle Wir entwickeln digitale Tools, die Daten der amtlichen Statistiken durchsuchbar machen, visualisieren und erklären. Daten für Profis Wir stellen eine Datenschnittstelle und zur Verfügung, über die Datenjournalist:innen und Programmierer:innen direkt auf die Daten der Regionalstatistik zugreifen können. Data Literacy Wir bauen Wissen über die amtliche Statistik auf und geben es weiter. Wir organisieren Workshops und Hackathons bei denen wir gemeinsam mit statistischen Daten arbeiten. Bleibe auf dem Laufenden! Wenn du kein Update verpassen willst, melde dich für den Datenguide-Newsletter an. E-Mail-Adresse E-Mail-Adresse Eintragen Wir schicken "
static.252.80.47.78.clients.your-server.de,78.47.80.252,YES,,200,https://static.252.80.47.78.clients.your-server.de/,agdata — pay-per-call web scraping for agents,NORMAL,text/html; charset=utf-8,nginx/1.24.0 (Ubuntu),,"agdata — pay-per-call web scraping for agents agdata . Pay-per-result web scraping for AI agents — settle in USDC on Base, no keys, no accounts. x402 · exact MPP · evm/charge USDC · Base pay per call Endpoints POST /x402/instagram $0.0108 / result Scrape Instagram posts by profile, hashtag, search, or user POST /x402/google-maps $0.012 / result Scrape Google Maps places by search term and optional location POST /x402/tiktok $0.0136 / result Scrape TikTok videos by profile, hashtag, or search POS",,2026-08-23 07:01:52,"agdata — pay-per-call web scraping for agents agdata . Pay-per-result web scraping for AI agents — settle in USDC on Base, no keys, no accounts. x402 · exact MPP · evm/charge USDC · Base pay per call Endpoints POST /x402/instagram $0.0108 / result Scrape Instagram posts by profile, hashtag, search, or user POST /x402/google-maps $0.012 / result Scrape Google Maps places by search term and optional location POST /x402/tiktok $0.0136 / result Scrape TikTok videos by profile, hashtag, or search POST /x402/linkedin $0.02 / result Look up a public LinkedIn profile by username, URL, or urn How it works POST a small JSON body — get 402 with both an x402 PAYMENT-REQUIRED header and an MPP WWW-Authenticate: Payment challenge. Sign either: x402 exact or MPP evm / authorization (both are EIP-3009 USDC). Retry with the matching header — PAYMENT-SIGNATURE or Authorization — → receive the JSON dataset. Discovery: /openapi.json · /health An agent-native take on Apify, Bright Data &amp; ScraperAPI."
static.252.44.47.78.clients.your-server.de,78.47.44.252,YES,,200,https://static.252.44.47.78.clients.your-server.de/,"Plausible · Simple, privacy-friendly alternative to Google Analytics",NORMAL,text/html; charset=utf-8,nginx/1.29.3,15669,"Plausible · Simple, privacy-friendly alternative to Google Analytics Login Welcome to Plausible! Plausible Analytics is a simple, open source, lightweight (&lt; 1 KB) and privacy-friendly alternative to Google Analytics. We're completely independent and solely funded by our 10,000+ paying subscribers. Read more about us. Login Register Guides & Docs Follow on Twitter This dashboard is running on self-managed infrastructure, not tested by Plausible Analytics. We cannot vouch for its performance o",,2026-08-23 07:01:52,"Plausible · Simple, privacy-friendly alternative to Google Analytics Login Welcome to Plausible! Plausible Analytics is a simple, open source, lightweight (&lt;&nbsp;1&nbsp;KB) and privacy-friendly alternative to Google Analytics. We're completely independent and solely funded by our 10,000+ paying subscribers. Read more about us. Login Register Guides & Docs Follow on Twitter This dashboard is running on self-managed infrastructure, not tested by Plausible Analytics. We cannot vouch for its performance or reliability. For official managed hosting, check out plausible.io Getting started Integration guides WordPress plugin Troubleshooting Script extensions Import stats Search Console Invite team members Exclude traffic Help guides Compare stats Segment audience Track campaigns Event conversions Funnel analysis Revenue attribution Custom properties Bypass adblockers Community What's new Status Blog Documentation GitHub Twitter Mastodon LinkedIn Company About Contact Privacy Data policy Terms DPA Security Imprint"
static.34.81.47.78.clients.your-server.de,78.47.81.34,YES,,200,https://static.34.81.47.78.clients.your-server.de/,Perseo Prime,NORMAL,text/html,Apache/2.4.57 (Win64) OpenSSL/3.0.8 PHP/8.0.28,11925,Perseo Prime left) --> Bienvenido Acceso sistema &#9662; Acceso sistema &#10003; Java &#10003; Windows &#10003; RemoteApp &#10003; Invalid credentials Windows plugin not found. Install the plugin and 'Log in' again autour des liens --> Photo by Tobias Rademacher on Unsplash Protect your account with 2-step verification Configure your authentication app Open the authenticator app on your mobile phone. Scan the QR code displayed below: Or receive your verification code via SMS Type your phone numb,,2026-08-23 07:01:55,"Perseo Prime left) --> Bienvenido Acceso sistema &#9662; Acceso sistema &#10003; Java &#10003; Windows &#10003; RemoteApp &#10003; Invalid credentials Windows plugin not found. Install the plugin and 'Log in' again autour des liens --> Photo by Tobias Rademacher on Unsplash Protect your account with 2-step verification Configure your authentication app Open the authenticator app on your mobile phone. Scan the QR code displayed below: Or receive your verification code via SMS Type your phone number below, using the international phone numbers format (e.g. +14155552671): Click Send SMS button to register your phone number and receive your verification code. Or receive your verification code via e-mail Enter your e-mail address below: Click Send e-mail button to register your e-mail and receive your verification code. Validate your verification code â¨¯ Expiration password reminder Your windows password currently expires in XX days. Would you like to change it now? â¨¯ Reset your windows password â¨¯"
